split0_test_rmse,split1_test_rmse,split2_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_test_mae,split1_test_mae,split2_test_mae,mean_test_mae,std_test_mae,rank_test_mae,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_bsl_options,param_k,param_min_k,param_random_state,param_sim_options
0.9481541964759452,0.9434033049506872,0.9443757523583326,0.9453110845949882,0.002049207548604685,1,0.6840043872562033,0.6811841122583417,0.6828148556529747,0.6826677850558399,0.0011560594235871275,3,25.691168228785198,0.7063104176213703,23.868770996729534,0.06800608068278158,"{'bsl_options': {'method': 'sgd'}, 'k': 40, 'min_k': 20, 'random_state': 42, 'sim_options': {'name': 'pearson_baseline', 'min_support': 5, 'shrinkage': 100, 'user_based': True}}",{'method': 'sgd'},40,20,42,"{'name': 'pearson_baseline', 'min_support': 5, 'shrinkage': 100, 'user_based': True}"
0.9481462996974487,0.9434066567289945,0.9443819625102625,0.9453116396455686,0.0020435717994135433,2,0.6839905449148507,0.6811759844579969,0.6828127969791254,0.6826597754506577,0.001154122850899397,2,25.694307645161945,0.4343849253847662,23.44835050900777,0.2275220994931576,"{'bsl_options': {'method': 'sgd'}, 'k': 35, 'min_k': 20, 'random_state': 42, 'sim_options': {'name': 'pearson_baseline', 'min_support': 5, 'shrinkage': 100, 'user_based': True}}",{'method': 'sgd'},35,20,42,"{'name': 'pearson_baseline', 'min_support': 5, 'shrinkage': 100, 'user_based': True}"
0.9481474686241147,0.9434100727292276,0.9443803443404599,0.9453126285646007,0.002043297232768587,3,0.683976406797195,0.6811672742838589,0.682791975710128,0.6826452189303941,0.001151509019698015,1,26.553352514902752,0.12712542916295624,23.412285963694256,0.05437626283026882,"{'bsl_options': {'method': 'sgd'}, 'k': 30, 'min_k': 20, 'random_state': 42, 'sim_options': {'name': 'pearson_baseline', 'min_support': 5, 'shrinkage': 100, 'user_based': True}}",{'method': 'sgd'},30,20,42,"{'name': 'pearson_baseline', 'min_support': 5, 'shrinkage': 100, 'user_based': True}"
0.9481561546554974,0.9434066435272898,0.9443809818560671,0.9453145933462848,0.0020482816863966547,4,0.6840137196462135,0.6811938155703918,0.6828269712360601,0.6826781688175552,0.0011560194257374745,4,25.86475070317586,0.8302428678904039,24.26003400484721,0.14863737252046733,"{'bsl_options': {'method': 'sgd'}, 'k': 45, 'min_k': 20, 'random_state': 42, 'sim_options': {'name': 'pearson_baseline', 'min_support': 5, 'shrinkage': 100, 'user_based': True}}",{'method': 'sgd'},45,20,42,"{'name': 'pearson_baseline', 'min_support': 5, 'shrinkage': 100, 'user_based': True}"
0.9481590904720628,0.9434119270521795,0.9443828420421088,0.9453179531887838,0.0020477165780850314,5,0.6840217866479458,0.6812013415596789,0.6828325552812354,0.6826852278296202,0.0011561449325183392,5,26.718433380126953,0.17610945474470696,24.50296672185262,0.24462279672366963,"{'bsl_options': {'method': 'sgd'}, 'k': 50, 'min_k': 20, 'random_state': 42, 'sim_options': {'name': 'pearson_baseline', 'min_support': 5, 'shrinkage': 100, 'user_based': True}}",{'method': 'sgd'},50,20,42,"{'name': 'pearson_baseline', 'min_support': 5, 'shrinkage': 100, 'user_based': True}"
0.9481871460657398,0.9435035804561408,0.9444358166668687,0.9453755143962498,0.002024223402000162,6,0.684213114538678,0.6814409336440967,0.6830169782421541,0.682890342141643,0.0011352750781300437,10,26.01561991373698,0.6986488162416241,24.820318301518757,0.1561304376348664,"{'bsl_options': {'method': 'sgd'}, 'k': 50, 'min_k': 20, 'random_state': 42, 'sim_options': {'name': 'pearson_baseline', 'min_support': 5, 'shrinkage': 0, 'user_based': True}}",{'method': 'sgd'},50,20,42,"{'name': 'pearson_baseline', 'min_support': 5, 'shrinkage': 0, 'user_based': True}"
0.9481866023706307,0.9435004185981295,0.9444404636523656,0.9453758282070419,0.002024229849436081,7,0.6842099139838349,0.6814362926347831,0.6830179543702259,0.682888053662948,0.0011360456247564634,9,26.497772296269734,0.4176885375487293,24.20133860905965,0.11393303706382837,"{'bsl_options': {'method': 'sgd'}, 'k': 45, 'min_k': 20, 'random_state': 42, 'sim_options': {'name': 'pearson_baseline', 'min_support': 5, 'shrinkage': 0, 'user_based': True}}",{'method': 'sgd'},45,20,42,"{'name': 'pearson_baseline', 'min_support': 5, 'shrinkage': 0, 'user_based': True}"
0.9481883171111879,0.9435027239951688,0.9444400091464143,0.9453770167509238,0.0020243819057352923,8,0.6842079760200213,0.6814336681790256,0.6830171936366508,0.6828862792785659,0.0011363831296462938,8,26.54768665631612,0.17020637878872708,23.774076064427693,0.052110685783713556,"{'bsl_options': {'method': 'sgd'}, 'k': 40, 'min_k': 20, 'random_state': 42, 'sim_options': {'name': 'pearson_baseline', 'min_support': 5, 'shrinkage': 0, 'user_based': True}}",{'method': 'sgd'},40,20,42,"{'name': 'pearson_baseline', 'min_support': 5, 'shrinkage': 0, 'user_based': True}"
0.9481931938979626,0.9435078442690914,0.9444484078110902,0.9453831486593813,0.0020237639233680574,9,0.6842016791412253,0.6814326225564371,0.6830149095907054,0.682883070429456,0.0011343000090419822,6,25.856394449869793,0.2712483511302313,23.701019605000813,0.21611633644092826,"{'bsl_options': {'method': 'sgd'}, 'k': 35, 'min_k': 20, 'random_state': 42, 'sim_options': {'name': 'pearson_baseline', 'min_support': 5, 'shrinkage': 0, 'user_based': True}}",{'method': 'sgd'},35,20,42,"{'name': 'pearson_baseline', 'min_support': 5, 'shrinkage': 0, 'user_based': True}"
0.9482045940122222,0.9435146221061401,0.944459487274102,0.9453929011308215,0.0020252415807991532,10,0.6842001604562173,0.6814332053501291,0.6830169935650289,0.6828834531237917,0.0011335445666466849,7,25.40518856048584,0.7426691463831527,22.944913148880005,0.3037402841225819,"{'bsl_options': {'method': 'sgd'}, 'k': 30, 'min_k': 20, 'random_state': 42, 'sim_options': {'name': 'pearson_baseline', 'min_support': 5, 'shrinkage': 0, 'user_based': True}}",{'method': 'sgd'},30,20,42,"{'name': 'pearson_baseline', 'min_support': 5, 'shrinkage': 0, 'user_based': True}"
0.9484734049204337,0.9437872213287034,0.944594623615344,0.9456184166214937,0.0020455143205612156,11,0.684595937906539,0.6818081295646626,0.6833298561666353,0.6832446412126124,0.0011397119604095274,13,26.375356833140057,0.06975412899535133,24.339460134506226,0.08652730386514636,"{'bsl_options': {'method': 'sgd'}, 'k': 40, 'min_k': 25, 'random_state': 42, 'sim_options': {'name': 'pearson_baseline', 'min_support': 5, 'shrinkage': 100, 'user_based': True}}",{'method': 'sgd'},40,25,42,"{'name': 'pearson_baseline', 'min_support': 5, 'shrinkage': 100, 'user_based': True}"
0.9484655107996178,0.9437905717435702,0.9446008323283343,0.9456189716238407,0.0020398071008849166,12,0.6845820955651869,0.6818000017643173,0.683327797492786,0.68323663160743,0.0011376129667564994,12,25.894543329874676,0.5549479309268683,23.62541349728902,0.02990764817707151,"{'bsl_options': {'method': 'sgd'}, 'k': 35, 'min_k': 25, 'random_state': 42, 'sim_options': {'name': 'pearson_baseline', 'min_support': 5, 'shrinkage': 100, 'user_based': True}}",{'method': 'sgd'},35,25,42,"{'name': 'pearson_baseline', 'min_support': 5, 'shrinkage': 100, 'user_based': True}"
0.9484666793328757,0.9437939863542479,0.9445992145334721,0.9456199600735319,0.0020396006163451363,13,0.6845679574475306,0.6817912915901794,0.6833069762237886,0.6832220750871661,0.0011351576903951496,11,25.501534541447956,0.5225188458692495,23.115894714991253,0.12858898274420574,"{'bsl_options': {'method': 'sgd'}, 'k': 30, 'min_k': 25, 'random_state': 42, 'sim_options': {'name': 'pearson_baseline', 'min_support': 5, 'shrinkage': 100, 'user_based': True}}",{'method': 'sgd'},30,25,42,"{'name': 'pearson_baseline', 'min_support': 5, 'shrinkage': 100, 'user_based': True}"
0.9484753624409624,0.9437905585472354,0.9445998519013624,0.9456219242965201,0.0020445571429819074,14,0.6846052702965492,0.6818178328767126,0.6833419717497208,0.6832550249743274,0.0011396261517678322,14,26.02425980567932,0.669074977248339,24.390416304270428,0.08560412640929146,"{'bsl_options': {'method': 'sgd'}, 'k': 45, 'min_k': 25, 'random_state': 42, 'sim_options': {'name': 'pearson_baseline', 'min_support': 5, 'shrinkage': 100, 'user_based': True}}",{'method': 'sgd'},45,25,42,"{'name': 'pearson_baseline', 'min_support': 5, 'shrinkage': 100, 'user_based': True}"
