split0_test_rmse,split1_test_rmse,split2_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_test_mae,split1_test_mae,split2_test_mae,mean_test_mae,std_test_mae,rank_test_mae,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_n_epochs,param_n_factors,param_lr_all,param_reg_all,param_random_state
0.9556453729422963,0.9508356793673906,0.9511730378067818,0.9525513633721562,0.0021921259231236613,1,0.697201704745822,0.6948395425415163,0.6944142831528108,0.6954851768133831,0.0012261219335919554,4,1760.764067252477,4.727101980234917,78.31893992424011,2.0951605986410966,"{'n_epochs': 10, 'n_factors': 30, 'lr_all': 0.007, 'reg_all': 0.02, 'random_state': 42}",10,30,0.007,0.02,42
0.9563600909522333,0.9513125476512049,0.9516210870344952,0.9530979085459778,0.0023101478562381327,2,0.6982095926370261,0.6956002238265069,0.6950981481640929,0.6963026548758752,0.0013638985082901765,5,2147.952381372452,9.731472774541286,78.98011032740276,2.228859153796475,"{'n_epochs': 10, 'n_factors': 40, 'lr_all': 0.007, 'reg_all': 0.02, 'random_state': 42}",10,40,0.007,0.02,42
0.9564694937043391,0.9517550179866248,0.9519588770026756,0.9533944628978799,0.0021759672899060367,3,0.6946145470888248,0.692084536799669,0.6914652310912343,0.692721438326576,0.001362297196992939,1,1778.9246838092804,10.579680306984615,77.1968588034312,1.9087917047713039,"{'n_epochs': 10, 'n_factors': 30, 'lr_all': 0.007, 'reg_all': 0.002, 'random_state': 42}",10,30,0.007,0.002,42
0.9573123029669602,0.9521522681052621,0.9533607805173859,0.954275117196536,0.0022035575199533647,4,0.6987651716954926,0.6964353520534996,0.6970078993654263,0.6974028077048061,0.000991288501038887,8,2554.4807027975717,28.594806385007683,65.63792594273885,5.264037930005812,"{'n_epochs': 10, 'n_factors': 50, 'lr_all': 0.007, 'reg_all': 0.02, 'random_state': 42}",10,50,0.007,0.02,42
0.9578775361786143,0.9535560118402383,0.9534874632192198,0.9549736704126909,0.0020535338676271474,5,0.6959991703254733,0.6939279537345877,0.6933296640358949,0.6944189293653187,0.001143782834866653,3,2158.426134506861,10.905988856315627,80.72924749056499,1.3572230014575775,"{'n_epochs': 10, 'n_factors': 40, 'lr_all': 0.007, 'reg_all': 0.002, 'random_state': 42}",10,40,0.007,0.002,42
0.9599041186143732,0.9549204902258144,0.9551294266480085,0.956651345162732,0.0023016392640762286,6,0.6963618818569464,0.6935962670585212,0.6928822331729617,0.6942801273628098,0.0015006081939945262,2,1769.7098245620728,7.80464114897397,78.73842120170593,1.8422404457921355,"{'n_epochs': 10, 'n_factors': 30, 'lr_all': 0.007, 'reg_all': 0.0002, 'random_state': 42}",10,30,0.007,0.0002,42
0.9603081971463704,0.9546634142076375,0.9564402106378953,0.9571372739973011,0.002356595935047293,7,0.6978999852450308,0.6949390144662715,0.6963285205401715,0.6963891734171579,0.0012095718434723716,6,2573.1632582346597,6.239191191357222,76.09625776608785,3.2441563109390814,"{'n_epochs': 10, 'n_factors': 50, 'lr_all': 0.007, 'reg_all': 0.002, 'random_state': 42}",10,50,0.007,0.002,42
0.9621557667062781,0.9580606385882947,0.9579285036379993,0.9593816363108574,0.001962347998252825,8,0.6983535262237819,0.6964950851365892,0.6960361365878174,0.6969615826493962,0.0010019276847857612,7,2159.09486357371,4.888668068579803,78.38769936561584,0.5549474115126751,"{'n_epochs': 10, 'n_factors': 40, 'lr_all': 0.007, 'reg_all': 0.0002, 'random_state': 42}",10,40,0.007,0.0002,42
0.9654395055768666,0.9597849376342821,0.9617963000538671,0.9623402477550053,0.002340291147201761,9,0.7010529315145619,0.6982526404735206,0.6997616142000037,0.6996890620626955,0.0011443645509204457,9,2578.8054752349854,27.544067775093403,74.37176028887431,1.8706697506935512,"{'n_epochs': 10, 'n_factors': 50, 'lr_all': 0.007, 'reg_all': 0.0002, 'random_state': 42}",10,50,0.007,0.0002,42
1.0057331309377824,1.0012213067990514,1.0027787669800086,1.0032444015722808,0.0018711406405094643,10,0.7117718563313506,0.7103790671559198,0.7106062424726318,0.7109190553199675,0.0006101116454622533,10,2091.588634252548,406.16574007458536,37.76405421892802,4.385312136694093,"{'n_epochs': 10, 'n_factors': 50, 'lr_all': 0.07, 'reg_all': 0.02, 'random_state': 42}",10,50,0.07,0.02,42
